Org,URL,Description,Image,Summary
Mu Sigma Upsilon,https://depauw.campuslabs.com/engage/organization/musigmaupsilon,"Greek Student Group: 
 Mu Sigma UpsilonSorority, Incorporated (&Mu;&Sigma;&Upsilon;), founded in 1981, is the first multiculturalsororityand is a founding member of theNational Multicultural Greek Council. It is a non-profit Greek letter organization of college-educated women committed to academics, unification of all women and service for their communities and universities. 
 On April 7th 2017, the Wujimu chapter of Mu Sigma Upsilon was established at DePauw University. 
 Mu Sigma Upsilon's foundation is based on diversity and their sisters embrace multicultural ideals and interests, as their motto is ""<em>Mujeres Siempre Unidas:</em>Women Always United"". They speak to use the sorority as a vehicle to educate the surrounding campus and community on issues of diversity. 
 As sisters of Mu Sigma Upsilon, each and every one of us agrees to uphold our goals of Academic Excellence, Unity Amongst Women, and Community Service. 
 Every five years, the organization selects a national philanthropy as beneficiary.Through this process, we are able to dedicate ourselves as a national organization to aiding a single charity organization for five years at a time, and continue to assist many more organizations in the future. Previous philanthropies include: 
 &bull; Mavin Foundation<br />&bull; Women In Need NYC<br />&bull; Ovarian Cancer National Alliance<br />&bull; Girls Inc<br />&bull; Keep A Breast Foundation<br />&bull; The Gifl Effect 
 Mu Sigma Upsilon's colors are White and Baby Blue, and their symbol isAmazon Woman, strong, fierce and independent. ",https://se-images.campuslabs.com/clink/images/eca73f39-f2b7-40af-8639-b59276a9ad48eb0726bc-bef2-4ac2-8c9a-3af741ee1b49.jpg,Student Groups: Greek
Music Education (MTEP & NAfME Collegiate),https://depauw.campuslabs.com/engage/organization/musiced,"The Music Teacher Education Program at DePauw is designed for the preparation of successful public school music teachers.Our students&rsquo; achievements have been recognized throughout the state of Indiana. Eighteen music education majors have been awarded the coveted &ldquo;Outstanding Future Music Educator of the Year&rdquo; award given annually by the Indiana Music Education Association.Faculty members from every college and university music education program in the state can nominate students for this award. 
  
<h3><strong>IMPORTANT DATES FOR STUDENTS</strong></h3>
 <strong>March 17, 2023</strong>&mdash; Music Teacher Education Program Application due. First submission of<em>InTASC Model Core Teaching Standards Portfolio</em>due. 
 <strong>April 7, 2023</strong>&mdash; Student Teacher Application (Spring 2023 student teaching) due. Second submission of<em>InTASC Model Core Teaching Standards Portfolio</em>due. 
 <strong>May 5, 2023</strong>&mdash; Third submission of<em>InTASC Model Core Teaching Standards Portfolio</em>due. 
  
 <span style=""text-decoration: underline;""><strong>MUSIC TEACHER EDUCATION PROGRAM INFORMATION</strong></span> 
 <a href=""https://docs.google.com/document/d/1T0Gg9d4LeK9xIefkt1bPzPRHuT0fYkZOTgEekofLVSk/edit"">Commitment to Diversity, Equity, and Inclusion</a> 
 <a title=""Conceptual Framework"" href=""https://docs.google.com/document/d/1DHbJOGJDlVTE0eucwUU_MYKtw0ObldBiD6C2fMl_PUk/edit"">Conceptual Framework</a> 
 <a href=""https://docs.google.com/document/d/1Wt_HhhRLWNchbbDZVyon9_hKUHMrc6d9gsddChnimjk/edit"">MTEP Checkpoints</a> 
 <a title=""Professional Learning Community Workshops"" href=""https://docs.google.com/document/d/1y4Vi-A34AbwvzWXNFwVJLirp1S4kWznNtTHP1UI1PaY/edit"">Professional Learning Community Workshops</a> 
 <a title=""Internship Information and Guidelines"" href=""https://docs.google.com/document/d/1rD1NCFN3peh41H6c6sCxC6hieCMWxH4jMgCq1E-QXFQ/edit"">Internship Information and Guidelines</a> 
 <a title=""Internship Project Template"" href=""https://docs.google.com/document/d/1LGkQGUAWftuTctIUzUmZiXKArvHy0tKF_HtTCEyW5S4/edit"">Internship Project Template</a> 
 <a title=""Internship Project Suggestions"" href=""https://docs.google.com/document/d/18nvxQi2vE2RhJCHnSeZ81GTGVIOqAOcG_Rid4O4ywk8/edit"">Internship Project Suggestions</a> 
 <a title=""DePauw Community Ride Information"" href=""https://www.depauw.edu/studentacademiclife/communityservicesocialjustice/community-ride/"">DePauw Community Ride Information</a>(for transportation to Greencastle Schools for volunteer opportunities) 
  
 <span style=""text-decoration: underline;""><strong>MUSIC TEACHER EDUCATION PROGRAM APPLICATION</strong></span> 
 <a title=""MTEP Application Instructions"" href=""https://docs.google.com/document/d/18163jwGpEayFMz-9q_-cDCMrXytApcyG08L1f4Un-u8/edit"">MTEP Application Instructions</a> 
  
 <span style=""text-decoration: underline;""><strong>STUDENT TEACHING APPLICATION</strong></span> 
 <a title=""Student Teaching Application Instructions"" href=""https://docs.google.com/document/d/1cHyRjf5VBLzHqkk1eCmLzYu7rU9mv4RqltfObv2Dhj8/edit"">Student Teaching Application Instructions</a> 
 <a title=""Student Teaching Preference Form"" href=""https://docs.google.com/document/d/1ShqyOaUk-8lyYcR6a0DB2KM-PG-F9TwDvM8l-B_iKqM/edit"">Student Teaching Preference Form</a> 
 <a title=""Student Teacher Profile"" href=""https://docs.google.com/document/d/1wbKd1RV_6vOvCKdcC5Z0SWMT2OH81XX7T1oWSSt2rVI/edit"">Student Teacher Profile</a> 
  
 <span style=""text-decoration: underline;""><strong>InTASC PORTFOLIO RESOURCES</strong></span> 
 <a href=""https://docs.google.com/document/d/150RF03eshlD3Nrm0THJdhmpwCoC8nKUiuxhKXyMw7YA/edit"">Portfolio Information</a> 
 <a title=""InTASC Standards and Learning Progressions website"" href=""https://ccsso.org/resource-library/intasc-model-core-teaching-standards-and-learning-progressions-teachers-10"">InTASC Standards</a>(CCSSO website with complete standards and learning progressions) 
 <a title=""Portfolio Evaluation Criteria"" href=""https://docs.google.com/document/d/1Asi_8gHuG0NpLHfPLKRphgWF87DPp8Faf772d8nUZFk/edit"">Portfolio Evaluation Criteria</a> 
  
 <span style=""text-decoration: underline;""><strong>LICENSING INFORMATION</strong></span> 
 <a title=""CPR Certification Information"" href=""https://www.in.gov/doe/educators/educator-licensing/cpr-and-aed-certification/"">CPR-Heimlich Maneuver-AED Certification Information (IDOE website)</a> 
 <a title=""Suicide Prevention Training Information"" href=""https://www.in.gov/doe/educators/educator-licensing/suicide-prevention-training/"">Suicide Prevention Training Information (IDOE website)</a> 
 <a title=""IDOE Licensing and Verification Information System (LVIS)"" href=""https://license.doe.in.gov/"">IDOE Licensing and Verification Information System (LVIS)</a> 
  
 <span style=""text-decoration: underline;""><strong>IDOE Social and Emotional Learning Resources</strong></span> 
 <a title=""Instructions for accessing IDOE Moodle Site for SEL Resources"" href=""https://docs.google.com/presentation/d/1iBx5cccLZuqTuZqnwRnr76B_Mlr4hk7FHxB-_fiFk-o/edit#slide=id.gfa544ee3a1_0_0"">Instructions for accessing IDOE Moodle Site for SEL Resources</a> 
 <a title=""Indiana Social Emotional Learning Competencies"" href=""https://drive.google.com/file/d/1m88fPHTqJNfZ55kR3Qc32saWSmtspaVS/view"">Indiana Social Emotional Learning Competencies</a> 
 <a title=""Social Emotional Learning P-12 Lesson Plans"" href=""https://drive.google.com/file/d/1jtpKB6kWoHD2sYBiy5nsSVp9Kg9siqwP/view"">Social Emotional Learning P-12 Lesson Plans</a> 
  
 <span style=""text-decoration: underline;""><strong>TEACHING STANDARDS</strong></span> 
 <a title=""Indiana Academic Standards for Music"" href=""https://www.in.gov/doe/students/indiana-academic-standards/fine-arts-dance,-music,-theatre,-visual-arts-2017/"">Indiana Academic Standards for Music</a> 
 <a title=""National Core Arts Standards"" href=""https://www.nationalartsstandards.org/"">National Core Arts Standards</a> 
 <a title=""InTASC Model Core Teaching Standards and Learning Progressions"" href=""https://ccsso.org/resource-library/intasc-model-core-teaching-standards-and-learning-progressions-teachers-10"">InTASC Model Core Teaching Standards and Learning Progressions</a> 
  
 <span style=""text-decoration: underline;""><strong>MUSIC EDUCATION AND PROFESSIONAL RESOURCES</strong></span> 
 <a title=""NAfME Collegiate membership"" href=""https://nafme.org/membership/collegiate/"">NAfME Collegiate membership</a> 
 <a title=""IMEA Professional Development Conference"" href=""https://conference.imeamusic.org/"">IMEA Professional Development Conference</a> 
 <a title=""The Midwest Clinic"" href=""https://www.midwestclinic.org/default.aspx"">The Midwest Clinic</a> 
 <a title=""Band Directors Talk Shop"" href=""https://banddirectorstalkshop.com/"">Band Directors Talk Shop</a> 
 <a title=""American Choral Directors Association"" href=""https://acda.org/"">ACDA (American Choral Directors Association)</a> 
 <a title=""American Orff-Schulwerk Association"" href=""https://aosa.org/"">AOSA (American Orff-Schulwerk Association)</a> 
 <a title=""American String Teachers Association"" href=""https://www.astastrings.org/"">ASTA (American String Teachers Association)</a> 
 <a title=""Indiana Bandmasters Association"" href=""http://www.indianabandmasters.org/default.htm"">IBA (Indiana Bandmasters Association)</a> 
 <a title=""Indiana Choral Directors Association"" href=""https://www.in-acda.org/"">ICDA (Indiana Choral Directors Association)</a> 
 <a title=""IMEA"" href=""https://imea.memberclicks.net/"">IMEA (Indiana Music Education Association)</a> 
 <a title=""Indiana State School Music Association"" href=""https://www.issma.net/index.php"">ISSMA (Indiana State School Music Association)</a> 
 <a title=""National Association for Music Education"" href=""https://nafme.org/"">NAfME (National Association for Music Education)</a> 
 <a title=""Music for All"" href=""https://www.musicforall.org/"">Music for All</a> 
  
 <span style=""text-decoration: underline;""><strong>JOB BOARDS AND EMPLOYMENT RESOURCES</strong></span> 
 <a title=""NAfME Career Center"" href=""https://careers.nafme.org/"">NAfME Career Center</a> 
 <a href=""https://app.hirenimble.com/jobs/state/in"">IDOE School Personnel Job Bank</a> 
 <a title=""K12 Job Spot"" href=""https://www.k12jobspot.com/"">K12 Job Spot</a> 
 <a title=""Academic Keys K-12 Job Listings by Email"" href=""https://k-12.academickeys.com/all/subscribe.php"">Academic Keys K-12 Job Listings by Email</a> 
  ",https://se-images.campuslabs.com/clink/images/10f5a42e-c635-41d7-8554-8b509ade53e0834ca044-876b-4e42-b696-e596443519fa.JPG,Faculty and Staff Groups: Academic Departments
Muslim Student Association,https://depauw.campuslabs.com/engage/organization/msa,"The DePauw Muslim Student Association (MSA) is the center of the Muslim community at DePauw. The MSA creates ties that allow our Muslim students to feel connected to their religious and community identity. The MSA focuses on the cultural aspect that follows the Muslim community and brings it to life here at the University for everyone to participate in and learn from. One of our biggest Muslim holidays is Eid al-adha. Every year, in celebration to it, MSA hosts a banquet filled with South Asian and Middle Eastern food and music. The MSA also hosts the annual celebration of Basant, Iftar meals and other gatherings. MSA also encourages anyone to join them on their semester trips to the mosque in Plainfield, the Islamic Society of North America. 
 Staff from the Center for Spiritual Life, and the MSA Faculty Advisor help the group to find appropriate funding for their events, encourage the religious development of our Muslim students, and offer spiritual care as appropriate. ",https://se-images.campuslabs.com/clink/images/82e68cfd-3055-4301-811f-b92b32fd988a8c695223-1a89-4ae2-b0bf-e512c70a55c3.jpg,Student Groups: DSG-Recognized 
National Pan-Hellenic Council,https://depauw.campuslabs.com/engage/organization/nphc,"<span style=""font-weight: 400;"">The National Pan-Hellenic Council (NPHC) is a collaborative council composed of historically African American fraternities and sororities founded on May 10, 1929. The nine NPHC Greek-letter organizations are sometimes collectively referred to as the ""Divine Nine"". </span><span style=""font-weight: 400;"">The affiliate organizations promote awareness, promote scholarship, foster unity, and provide understanding amongst all organizations and communities. NPHC proudly promotes service, sisterhood, brotherhood, and scholarship to the community as a basic principle of Black Greek-lettered organizations.The National Pan-Hellenic Council of DePauw University was established in April 2000. </span><span style=""font-weight: 400;"">DePauw University currently has active chapters representing Alpha Kappa Alpha Sorority, Incorporated and Zeta Phi Beta Sorority, Incorporated. </span><span style=""font-weight: 400;"">Each organization has a specific membership intake and new member process. The two active chapters are:</span> 
<ul>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Pi Lambda Chapter of Alpha Kappa Alpha Sorority, Incorporated</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Lambda Tau Chapter of Zeta Phi Beta Sorority, Incorporated</span></li>
</ul>
 <span style=""font-weight: 400;"">If you are interested in any of these organizations, chapters hold interest sessions for interested students throughout the fall and spring semesters. Additional questions about NPHC new member intake and orientation process can be directed to the president of the respective organizations, the president of the council, or by contacting the Fraternity &amp; Sorority Life office by </span><a href=""mailto:fslife@depauw.edu""><span style=""font-weight: 400;"">fslife@depauw.edu</span></a><span style=""font-weight: 400;"">.</span> 
<ul>
<li style=""font-weight: 400;"" aria-level=""2""><span style=""font-weight: 400;"">President: Aaniyah</span></li>
<li style=""font-weight: 400;"" aria-level=""2""><span style=""font-weight: 400;"">Vice President: Faith</span></li>
<li style=""font-weight: 400;"" aria-level=""2""><span style=""font-weight: 400;"">Secretary: Faith</span></li>
<li style=""font-weight: 400;"" aria-level=""2""><span style=""font-weight: 400;"">Treasurer: Gervhona</span></li>
<li style=""font-weight: 400;"" aria-level=""2""><span style=""font-weight: 400;"">Parliamentarian: Gervhona</span></li>
<li style=""font-weight: 400;"" aria-level=""2""><span style=""font-weight: 400;"">Service Chair: Cayla</span></li>
<li style=""font-weight: 400;"" aria-level=""2""><span style=""font-weight: 400;"">Public Relations: Faith</span></li>
</ul>",https://se-images.campuslabs.com/clink/images/ebb7d659-4136-4e50-8558-2093bfe390f16c73bb64-c3d6-40ac-ae74-5f83d9b6d06e.png,Student Groups: Department-Recognized 
National Society of Leadership anSuccess,https://depauw.campuslabs.com/engage/organization/nsls,"<div>The NSLS is the largest leadership honor society in the United States. Our NSLS chapter at DePauw University was started in 201<span class=""x_x_gmail_default"">8</span>. Our local chapter is part of the national organization with 700+ chapters and over 1.4 million members.</div>
<div><span style=""color: #0e101a;""><br /></span>Students are selected based on exemplary academic achievement and leadership potential. As of 2021, we have<span class=""x_x_gmail_default"">463</span>members who have access to:</div>
<ul>
<li>Nearly<u><a href=""https://t.sidekickopen01.com/s3t/c/5/f18dQhb0S7kF8bWr4cVWvCMX59hl3kW7_k2841CX2c7W3KTk3r2RxlDzVVmJvp2WHvNl102?te=W3R5hFj4cm2zwW4mKLS-41Y7tXW1JDwVN1LDJ-nW43SMJx4cKhwFW4cfKQx3GGxfXW3zgCMZ2kcjthW3vcgmQ45LLHwW41wzLL2-c7vfW2MF0Cm326b2yW1mp5Ct45M-pKW3JzGQY2WMNZwW41S_ZG4fJg0TW1mp5Cw3K28vyW4fGtKp4fKWwDW43Xxsw3JML-hW3vd6mL3T0nvNW4fKWww3K2-zDW3_y5Lr3zbV8PW3vfnk741QpM-W1S8vX34fRdgHW1Vq55q3v3N_yW3W2l9V4kx5mHW3JRr9434DVdnW1W_Nlx2-wV_ZW4mlG6h34xY33W3VZkxj30bZc9W3VYZd_3LHPJfW1XcWn32FWScGn2t1gtT1W3&amp;si=8000000000739542&amp;pi=c3d3fa79-e8ce-4cb3-b8ce-b13f3837ce1f"" target=""_blank"" rel=""noopener"">$500,000 in scholarships</a></u>.</li>
<li>An exclusive NSLS job board.</li>
<li>A personalized letter of recommendation.</li>
</ul>
<div>The NSLS leadership program teaches the interpersonal skills that employers seek to give you an edge in the job market.<u><a href=""https://t.sidekickopen01.com/s3t/c/5/f18dQhb0S7kF8bWr4cVWvCMX59hl3kW7_k2841CX2c7W3KTk3r2RxlDzVVmJvp2WHvNl102?te=W3R5hFj4cm2zwW3T1k3k1JD5v-W4cg8wC3NC0NhW3_RwhR4cR68dW3K7v5r4fKWwkW3zdyrm3S-qqXW1S1Sz21GnMQYW1GjCMS2sJKSHW1NmPnd3zhrNwW1S1qY63N-RBBW4ttcHy43Tvm8W1NnCmj4cKKZcW1pVFVG3vkZbpW49JGgp3R4SjXW3_R5921pVFVGW3vhrsW3T4d-_W3K6K773Zn-PdW4cJ2xc2fd1h3W2TNS6P1Gc-MfW4mL6dt3F0ttPW3dtFr03SMkV8W2y2Z8r2FY1_kW2WpCb63ZDXBXW1Vmy9p3JF4yvW2RRv211_cVRcW3M3C8B3SzHGzW4fNmlf30CD1X4PBQX1&amp;si=8000000000739542&amp;pi=c3d3fa79-e8ce-4cb3-b8ce-b13f3837ce1f"" target=""_blank"" rel=""noopener"">Hear directly from current members</a></u>as they share how their experience has changed their life.</div>
<div>If you become a member, some of the other benefits are:</div>
<ul>
<li>Learn from exceptional leaders like former President Barack Obama during exclusive Speaker Broadcasts.</li>
<li>Meet new friends and make lifelong connections (on-campus and virtually).</li>
<li>Overcome challenges with success coaches shortcutting your way to success.</li>
<li>Access to private networking events.</li>
</ul>
<div><u><a href=""https://t.sidekickopen01.com/s3t/c/5/f18dQhb0S7kF8bWr4cVWvCMX59hl3kW7_k2841CX2c7W3KTk3r2RxlDzVVmJvp2WHvNl102?te=W3R5hFj4cm2zwW4mKLS-41Y7tXW1JDwVN1Ld4VbW3_QfJ73_YkBwW3P48rs1QjzwZW2RwqMy2sSd5fW2nx_Jg36BcN7W4fGtCq1NkhJ_W3zdZjg3zhs7SW41kBlC3brLnrW3T3QQ04hMnzcW4cNcV-3F6d92W4cFxVZ3zbV8PW4hMnzc3_SMDQW4hJp1m3_R592W1pKtp13K76NrW45n5SR47TcH9W22V_jw4pwdFVW3btSkq3_-QR5W2KPBmr4ktDpgW45nXzL2vQ0DgW2y3ltf3v51NGW1GCV6y4fwB_nW3btRb23SZX7mW1V1FqC4cs-GWw3SJr4m8_62&amp;si=8000000000739542&amp;pi=c3d3fa79-e8ce-4cb3-b8ce-b13f3837ce1f"" target=""_blank"" rel=""noopener"">Visit the NSLS website</a></u>to learn more about and accept your nomination.</div>
<div><br /><strong>Frequently Asked Questions:</strong><br />Some of the common questions we receive are listed below. If you have any other questions, visit<u><a href=""https://www.nsls.org/?utm_campaign=21Q2-MKT-CS-CA%20Update%20Organization%20Website&amp;utm_source=hs_email&amp;utm_medium=email&amp;_hsenc=p2ANqtz-83ewx_QcWjtXmvZiJeFEvTsHp43ODQZlEwG3_Tge-jhMtR56Wjgfif7i34PtsHmRiCkOTf"" target=""_blank"" rel=""noopener"">nsls.org</a></u>to chat with a team member or email<u><a href=""mailto:help@nsls.org"" target=""_blank"" rel=""noopener"">help@nsls.org</a></u>.</div>
<div><br /><strong>What do I have to do to become inducted?</strong><br />Our five-step program takes approximately 10 hours over the course of the semester at your pace.</div>
<div></div>
<div><strong>Is this recognized on campus?</strong><br />We are a Registered Student Organization (RSO). As of 2021, we had<span class=""x_x_gmail_default"">463</span>membersin our chapter and there are more than 1.4 million members nationwide.</div>",https://se-images.campuslabs.com/clink/images/4552297b-2143-4728-bfd4-c49a1cc2f4580e84d876-b164-4d65-8fd0-7e10fe11675a.jpg,Student Groups: DSG-Recognized 
Native American & Indigenous People Association,https://depauw.campuslabs.com/engage/organization/nativeamericanindigenous,"<span style=""font-weight: 400;"">NAIPA aims to educate the DePauw and Greencastle communities on Indigenous cultures, traditions, spirituality, and past and contemporary issues. We encourage a voice on campus for Indigenous students of all backgrounds. We provide a space for Native American students to share their experiences and cultures with each other and the campus community. </span> ",https://se-images.campuslabs.com/clink/images/fe079c0d-2248-4302-9cf4-fed2bea0aa86fb70e1ff-ec95-4d7e-ae6e-5cf3c3a6f0f5.jpg,Student Groups: DSG-Recognized 
Office of Admission,https://depauw.campuslabs.com/engage/organization/admissions,,,Faculty and Staff Groups: University Offices & Programs
Office of Development and Alumni Engagement,https://depauw.campuslabs.com/engage/organization/alumniengagement,"<strong>Development &amp; Alumni Engagement</strong> 
 The following departments make up the Development &amp; Alumni Engagement division: Development, Annual Giving, Stewardship, Development Services, and Alumni Engagement. 
  
 For more information, including how to contact our office, please visit our page by<a title=""DePauw Alumni "" href=""https://www.depauw.edu/alumni/"" target=""_blank"" rel=""noopener"">clicking here</a>. 
  
 Our department is open Monday - Friday, 8:00 a.m. - 5:00 p.m., however, our building/office is currently closed to assist in managing COVID-19 aligned with the health and safety of our community. Please explore our page above to contact the appropriate staff member or simply email us at alumnioffice@depauw.edu ",https://se-images.campuslabs.com/clink/images/2ddc07ef-2df7-4a53-a64f-22d7263f1c76349ec809-2687-46ad-916a-566496d64f11.jpeg,Faculty and Staff Groups: University Offices & Programs
Office of Public Safety,https://depauw.campuslabs.com/engage/organization/publicsafety,,,Faculty and Staff Groups: University Offices & Programs
Office of the Registrar,https://depauw.campuslabs.com/engage/organization/registrar,"The Office of the Registrar is responsible for providing administrative support and maintaining accurate records of the academic progress of students while maintaining the privacy and security of those records. We are located on the first level in the Julian Science and Mathematics Center. DePauw's policies regarding student records and information are in accordance with the provisions of the Family Educational Rights and Privacy Act (FERPA). Students should report the following to the Office of the Registrar: class schedule changes, new home addresses, name changes, parent/guardian contact information, changes in the major, minor or advisor, and intent to withdraw from school. ",,Faculty and Staff Groups: University Offices & Programs
Office of University Communications,https://depauw.campuslabs.com/engage/organization/comm,,,Faculty and Staff Groups: University Offices & Programs
Omega Phi Beta,https://depauw.campuslabs.com/engage/organization/omegaphibeta,"Greek Student Group: 
 Omega Phi Beta Sorority, Inc. was founded on March 15, 1989 at the University at Albany, State University of New York. The Psi Chapter of Omega Phi Beta was established at DePauw University in 2006. 
 Omega Phi Beta Sorority, Incorporated (OPBSI) is a national sorority committed to the development of collegiate and professional women through sisterhood, diversity, leadership, service and academic excellence. 
 ​The purpose of Omega Phi Beta Sorority Incorporated is to Serve and Educate people of diverse backgrounds through sisterhood, leadership, and guidance. As positive role models, they promote unity of all cultures, focus on the empowerment of their gender, and raise the standards of excellence in their academic, social, and personal endeavors. 
 ​Since 1989, they have managed to serve and educate a multitude of communities, donated over $20,000 to organizations serving survivors of violence against women, served thousands of communities nationwide and continued to excel in their professional and academic endeavors. 
 Their philanthropy focuses on achieving gender equality by &ldquo;Raising Awareness of Violence Against Women&rdquo;. Their sisters hold service to their community as an integral part of membership and volunteer their time, raise money, and advocate for causes in an effort to better their communities and ultimately achieve gender equality. 
 Omega Phi Beta's colors are Black, Forest Green and Gold. Their symbol is the Hummingbird and their flower is the Sunflower. ",https://se-images.campuslabs.com/clink/images/05b446b0-4641-4211-8085-ee9c08fe4b779c8d39cd-091d-4171-ad6f-c2d75ede4b7d.png,Student Groups: Greek
Order of Omega,https://depauw.campuslabs.com/engage/organization/orderofomega,,,Student Groups: DSG-Recognized 
Orthodox Christian Fellowship,https://depauw.campuslabs.com/engage/organization/christianorthodox,,https://se-images.campuslabs.com/clink/images/529d4bee-4044-4285-80f7-00000cdca55ee079d082-665f-40cf-94ba-2a4ee1c87d1c.jpg,Student Groups: DSG-Recognized 
Our Unique Threads,https://depauw.campuslabs.com/engage/organization/ouruniquethreads,,https://se-images.campuslabs.com/clink/images/161115bc-4d67-4c6f-a35f-6437a71d411e82d8165c-3b1a-4000-a943-3ef5d5fa0273.PNG,Student Groups: DSG-Recognized 
Panhellenic Council,https://depauw.campuslabs.com/engage/organization/pha,,https://se-images.campuslabs.com/clink/images/5708d189-705e-4f40-b6bf-0a9e5f3ac4dfba9d2dcd-8837-4a90-b1b4-be66fd349f36.jpeg,Faculty and Staff Groups: University Offices & Programs
Peace and Conflict Studies,https://depauw.campuslabs.com/engage/organization/peaceandconflictstudies,,,Faculty and Staff Groups: Academic Departments
Peeler Art Center Galleries,https://depauw.campuslabs.com/engage/organization/peeler,,,Faculty and Staff Groups: University Offices & Programs
Phi Delta Theta,https://depauw.campuslabs.com/engage/organization/phideltaupsilon,"Greek Student Group: 
 Phi Delta Theta is an international fraternity founded at Miami University in 1848 and headquartered in Oxford, Ohio. Phi Delta Theta is one part of the ""Miami Triad"" with Beta Theta Pi and Sigma Chi. The Fraternity has initiated more than 250,000 men and currently has more than 160,000 living alumni.There are over 100 recognized alumni clubs across the U.S. and Canada. 
 In 1868, the Indiana Zeta Chapter of Phi Delta Theta was established at DePauw University. 
 Phi Delta Theta was built on three pillars that haven&rsquo;t budged an inch since the Fraternity was founded by &ldquo;The Immortal Six&rdquo;. The pillars are: The cultivation of friendship among its members, the acquirement individually of a high degree of mental culture, and the attainment personally of a high standard of morality. Shortened, they refer to the principles as friendship, sound learning and rectitude. 
 Helping every individual to meet his true potential is the bedrock of the Phi Delta Theta Fraternity. By celebrating each person&rsquo;s true self, and by learning from each other&rsquo;s strengths while helping to improve each other&rsquo;s weaknesses, every member of Phi Delta Theta develops into a greater version of himself than he could ever on his own. 
 Phi Delta Theta's colors are Azure and Argent. Their flower is theWhite Carnation and their symbol is the Owl. ",https://se-images.campuslabs.com/clink/images/99c1ffa6-f9b1-476f-bf5e-cc54ad6eb77331fc1e4a-f787-40bf-a1a5-2580a62d6730.jpg,Student Groups: Greek
Phi Gamma Delta,https://depauw.campuslabs.com/engage/organization/phigammadelta,"Phi Gamma Delta (also known as FIJI) is a collegiate social fraternitywith more than 144 active undergraduate chapters and 10 colonies across theUnited StatesandCanada. The fraternity was founded at Jefferson College, Pennsylvania, in 1848. Being formed at Jefferson College, Phi Gamma Delta forms the<span class=""x_x_x_x_x_x_x_mw-redirect"">""Jefferson Duo"" with Phi Kappa Psi.</span>In 1856, the Lambda chapter of Phi Gamma Delta was established at DePauw University and played a part in the founding of Kappa Alpha Theta. 
 FIJI has chosen not to use the term alumni for members who have graduated; post collegiate members are referred to as Graduate Brothers, to imply that membership extends past the undergraduate experience. Similarly, one of our mottoes is ""Not For College Days Alone"". 
 Phi Gamma Delta's mission statement lists five core values for its members: Friendship, Knowledge, Service, Morality, and Excellence.<sup id=""x_x_x_x_x_x_x_cite_ref-phigam.org_11-0"" class=""x_x_x_x_x_x_x_reference""></sup><sup id=""x_x_x_x_x_x_x_cite_ref-12"" class=""x_x_x_x_x_x_x_reference""></sup>In addition, members are encouraged to live by three priorities in a specific order: first, Scholarship, second, Fraternity, and third, Self. This ordering is because members attend university with the foremost goal of receiving an education, and that Phi Gamma Delta is a fraternity that promotes scholastic achievement amongst its members. 
 Phi Gamma Delta unites men in enduring friendships, stimulates the pursuit of knowledge, and builds courageous leaders who serve the world with the best that is in them. 
 Phi Gamma Delta's color is Royal Purple and their flower is the Purple Clematis. Our symbol is a Black Diamond with a White Star. ",https://se-images.campuslabs.com/clink/images/0cf628bb-4ea3-4085-b670-a32e5a4c9cf3583992f4-9d8f-4153-b5f0-b2f65b042370.jpg,Student Groups: Greek
Phi Kappa Psi,https://depauw.campuslabs.com/engage/organization/phikappapsi,"Greek Student Group: 
 Phi Kappa Psi is an American collegiate social fraternity founded at Jefferson College in Canonsburg, Pennsylvania on February 19, 1852. Phi Kappa Psi and Phi Gamma Delta, both founded at the same college, form the<span class=""x_mw-redirect"">""Jefferson Duo</span>.""There are over 100 chapters andcoloniesat accredited four year colleges and universities throughout the United States.<sup id=""x_cite_ref-FOOTNOTECollinsworth20118&ndash;9_3-1"" class=""x_reference""></sup>More than 179,000 men have been initiated into Phi Kappa Psi since its founding. 
 In 1865, the Indiana Alpha chapter of Phi Kappa Psi was established at DePauw University with the chapter played a strong role in the founding of other Psi Kappa Psi chapters within the state of Indiana. 
 The Phi Kappa Psi Foundation was formed to aid, encourage, promote and contribute to the education and scholastic attainments of Phi Psis and other students across the country.The Foundation provides funds for a variety of programs and services which assist college students in meeting their educational objectives through scholarships, grants, fellowships and assistantships, while promoting learning, high ethical standards and constructive citizenship. Today, the Foundation has assets of over $45,000,000, making it one of the largest fraternal foundations. 
 The mission of the Phi Kappa Psi Foundation is to foster the development of leaders and promote academic excellence in higher education. 
 The Foundation is governed by 16 Trustees who serve six year terms as volunteers, at their own cost. These individuals serve on committees that are responsible for planning and implementing investment and spending strategies as well as fundraising and donor cultivation efforts. They are also committed to the idea that Phi Psi's young members are the future of the nation and need every opportunity to succeed. The Trustees bring their considerable experience in business, investing, management, planning and public relations to their stewardship and support of the Foundation. 
 Phi Kappa Psi's colors are Cardinal Red and Hunter Green. Their flower is theJacqueminot Rose. ",https://se-images.campuslabs.com/clink/images/83bc28e7-262c-47d2-a56a-269aa584d6e090d7d60d-31bd-4072-bac5-c94600dae704.png,Student Groups: Greek
Physics and Astronomy Department,https://depauw.campuslabs.com/engage/organization/physicsandastronomy,,,Faculty and Staff Groups: Academic Departments
